period,capacity,outage,percentOutage,capacity-units,outage-units,percentOutage-units
2016-12-09,101814.1,5930.225,5.82,megawatts,megawatts,percent
2016-12-08,101814.1,6089.83,5.98,megawatts,megawatts,percent
2016-12-07,101814.1,5920.475,5.81,megawatts,megawatts,percent
2016-12-06,101814.1,6621.195,6.5,megawatts,megawatts,percent
2016-12-05,101814.1,7322.365,7.19,megawatts,megawatts,percent
2016-12-04,101814.1,8117.005,7.97,megawatts,megawatts,percent
2016-12-03,101814.1,7901.919,7.76,megawatts,megawatts,percent
2016-12-02,101814.1,7561.635,7.43,megawatts,megawatts,percent
2016-12-01,101814.1,8127.813,7.98,megawatts,megawatts,percent
2016-11-30,101814.1,7597.707,7.46,megawatts,megawatts,percent
2016-11-29,101814.1,8359.371,8.21,megawatts,megawatts,percent
2016-11-28,101814.1,7683.005,7.55,megawatts,megawatts,percent
2016-11-27,101814.1,8205.18,8.06,megawatts,megawatts,percent
2016-11-26,101814.1,7437.51,7.3,megawatts,megawatts,percent
2016-11-25,101814.1,6176.34,6.07,megawatts,megawatts,percent
2016-11-24,101814.1,6312.15,6.2,megawatts,megawatts,percent
2016-11-23,101814.1,5948.7,5.84,megawatts,megawatts,percent
2016-11-22,101814.1,6228.405,6.12,megawatts,megawatts,percent
2016-11-21,101814.1,7425.685,7.29,megawatts,megawatts,percent
2016-11-20,101814.1,8910.585,8.75,megawatts,megawatts,percent
2016-11-19,101814.1,8967.523,8.81,megawatts,megawatts,percent
2016-11-18,101814.1,8312.73,8.16,megawatts,megawatts,percent
2016-11-17,101814.1,8255.07,8.11,megawatts,megawatts,percent
2016-11-16,101814.1,7896.85,7.76,megawatts,megawatts,percent
2016-11-15,101814.1,9313.405,9.15,megawatts,megawatts,percent
2016-11-14,101814.1,9207.415,9.04,megawatts,megawatts,percent
2016-11-13,101814.1,10687.895,10.5,megawatts,megawatts,percent
2016-11-12,101814.1,12632.395,12.41,megawatts,megawatts,percent
2016-11-11,101814.1,15870.779,15.59,megawatts,megawatts,percent
2016-11-10,101814.1,16029.51,15.74,megawatts,megawatts,percent
2016-11-09,101814.1,16501.18,16.21,megawatts,megawatts,percent
2016-11-08,101814.1,16600.132,16.3,megawatts,megawatts,percent
2016-11-07,101814.1,17343,17.03,megawatts,megawatts,percent
2016-11-06,101814.1,17027.637,16.72,megawatts,megawatts,percent
2016-11-05,101814.1,17943.835,17.62,megawatts,megawatts,percent
2016-11-04,101814.1,17042.699,16.74,megawatts,megawatts,percent
2016-11-03,101814.1,17414.968,17.1,megawatts,megawatts,percent
2016-11-02,101814.1,18494.815,18.17,megawatts,megawatts,percent
2016-11-01,101814.1,19771.245,19.42,megawatts,megawatts,percent
2016-10-31,101814.1,19746.847,19.4,megawatts,megawatts,percent
2016-10-30,101814.1,19756.315,19.4,megawatts,megawatts,percent
2016-10-29,101814.1,20498.995,20.13,megawatts,megawatts,percent
2016-10-28,101814.1,20327.94,19.97,megawatts,megawatts,percent
2016-10-27,101814.1,21099.695,20.72,megawatts,megawatts,percent
2016-10-26,101814.1,22027.987,21.64,megawatts,megawatts,percent
2016-10-25,101814.1,22479.515,22.08,megawatts,megawatts,percent
2016-10-24,101814.1,21327.435,20.95,megawatts,megawatts,percent
2016-10-23,101814.1,20391.98,20.03,megawatts,megawatts,percent
2016-10-22,101814.1,19627.122,19.28,megawatts,megawatts,percent
2016-10-21,101814.1,18724.82,18.39,megawatts,megawatts,percent
2016-10-20,101814.1,18924.57,18.59,megawatts,megawatts,percent
2016-10-19,101814.1,19563.035,19.21,megawatts,megawatts,percent
2016-10-18,101814.1,19054.895,18.72,megawatts,megawatts,percent
2016-10-17,101814.1,19064.085,18.72,megawatts,megawatts,percent
2016-10-16,101814.1,20097.05,19.74,megawatts,megawatts,percent
2016-10-15,101814.1,20872.7,20.5,megawatts,megawatts,percent
2016-10-14,101814.1,18811.29,18.48,megawatts,megawatts,percent
2016-10-13,101814.1,20698.05,20.33,megawatts,megawatts,percent
2016-10-12,101814.1,20291.57,19.93,megawatts,megawatts,percent
2016-10-11,101814.1,21660.501,21.27,megawatts,megawatts,percent
2016-10-10,101814.1,22817.985,22.41,megawatts,megawatts,percent
2016-10-09,101814.1,22838.67,22.43,megawatts,megawatts,percent
2016-10-08,101814.1,20014.355,19.66,megawatts,megawatts,percent
2016-10-07,101814.1,18244.6,17.92,megawatts,megawatts,percent
2016-10-06,101814.1,16954.095,16.65,megawatts,megawatts,percent
2016-10-05,101814.1,17370.685,17.06,megawatts,megawatts,percent
2016-10-04,101814.1,17402.905,17.09,megawatts,megawatts,percent
2016-10-03,101814.1,16580.497,16.29,megawatts,megawatts,percent
2016-10-02,101814.1,15812.268,15.53,megawatts,megawatts,percent
2016-10-01,101814.1,14681.298,14.42,megawatts,megawatts,percent
2016-09-30,100042.9,12003.04,12,megawatts,megawatts,percent
2016-09-29,100042.9,12103.95,12.1,megawatts,megawatts,percent
2016-09-28,100042.9,11618.531,11.61,megawatts,megawatts,percent
2016-09-27,100042.9,11871.022,11.87,megawatts,megawatts,percent
2016-09-26,100042.9,12773.892,12.77,megawatts,megawatts,percent
2016-09-25,100042.9,10739.72,10.74,megawatts,megawatts,percent
2016-09-24,100042.9,11308.19,11.3,megawatts,megawatts,percent
2016-09-23,100042.9,9704.905,9.7,megawatts,megawatts,percent
2016-09-22,100042.9,10281.383,10.28,megawatts,megawatts,percent
2016-09-21,100042.9,10347.019,10.34,megawatts,megawatts,percent
2016-09-20,100042.9,10472.279,10.47,megawatts,megawatts,percent
2016-09-19,100042.9,9020.899,9.02,megawatts,megawatts,percent
2016-09-18,100042.9,8413.008,8.41,megawatts,megawatts,percent
2016-09-17,100042.9,9405.905,9.4,megawatts,megawatts,percent
2016-09-16,100042.9,8860.049,8.86,megawatts,megawatts,percent
2016-09-15,100042.9,9031.204,9.03,megawatts,megawatts,percent
2016-09-14,100042.9,9121.77,9.12,megawatts,megawatts,percent
2016-09-13,100042.9,9733.947,9.73,megawatts,megawatts,percent
2016-09-12,100042.9,10524.014,10.52,megawatts,megawatts,percent
2016-09-11,100042.9,11260.526,11.26,megawatts,megawatts,percent
2016-09-10,100042.9,9584.608,9.58,megawatts,megawatts,percent
2016-09-09,100042.9,7267.93,7.26,megawatts,megawatts,percent
2016-09-08,100042.9,6335.185,6.33,megawatts,megawatts,percent
2016-09-07,100042.9,4651.437,4.65,megawatts,megawatts,percent
2016-09-06,100042.9,4750.568,4.75,megawatts,megawatts,percent
2016-09-05,100042.9,5468.917,5.47,megawatts,megawatts,percent
2016-09-04,100042.9,6358.801,6.36,megawatts,megawatts,percent
2016-09-03,100042.9,7572.314,7.57,megawatts,megawatts,percent
2016-09-02,100042.9,5327.588,5.33,megawatts,megawatts,percent
2016-09-01,100042.9,4204.028,4.2,megawatts,megawatts,percent
2016-08-31,100042.9,2891.2,2.89,megawatts,megawatts,percent
2016-08-30,100042.9,1825.689,1.82,megawatts,megawatts,percent
2016-08-29,100042.9,2579.106,2.58,megawatts,megawatts,percent
2016-08-28,100042.9,3008.07,3.01,megawatts,megawatts,percent
2016-08-27,100042.9,3385.213,3.38,megawatts,megawatts,percent
2016-08-26,100042.9,3776.72,3.78,megawatts,megawatts,percent
2016-08-25,100042.9,4052.13,4.05,megawatts,megawatts,percent
2016-08-24,100042.9,3399.916,3.4,megawatts,megawatts,percent
2016-08-23,100042.9,3215.728,3.21,megawatts,megawatts,percent
2016-08-22,100042.9,3726.429,3.72,megawatts,megawatts,percent
2016-08-21,100042.9,2536.992,2.54,megawatts,megawatts,percent
2016-08-20,100042.9,2618.889,2.62,megawatts,megawatts,percent
2016-08-19,100042.9,2589.301,2.59,megawatts,megawatts,percent
2016-08-18,100042.9,2619.034,2.62,megawatts,megawatts,percent
2016-08-17,100042.9,2815.112,2.81,megawatts,megawatts,percent
2016-08-16,100042.9,2893.171,2.89,megawatts,megawatts,percent
2016-08-15,100042.9,2444.096,2.44,megawatts,megawatts,percent
2016-08-14,100042.9,2721.142,2.72,megawatts,megawatts,percent
2016-08-13,100042.9,3610.515,3.61,megawatts,megawatts,percent
2016-08-12,100042.9,3136.936,3.14,megawatts,megawatts,percent
2016-08-11,100042.9,1679.606,1.68,megawatts,megawatts,percent
2016-08-10,100042.9,1842.72,1.84,megawatts,megawatts,percent
2016-08-09,100042.9,2366.56,2.37,megawatts,megawatts,percent
2016-08-08,100042.9,3165.93,3.16,megawatts,megawatts,percent
2016-08-07,100042.9,3886.28,3.88,megawatts,megawatts,percent
2016-08-06,100042.9,5410.91,5.41,megawatts,megawatts,percent
2016-08-05,100042.9,3435.576,3.43,megawatts,megawatts,percent
2016-08-04,100042.9,4152.106,4.15,megawatts,megawatts,percent
2016-08-03,100042.9,4056.37,4.05,megawatts,megawatts,percent
2016-08-02,100042.9,5532.37,5.53,megawatts,megawatts,percent
2016-08-01,100042.9,5640.424,5.64,megawatts,megawatts,percent
2016-07-31,100042.9,6848.01,6.85,megawatts,megawatts,percent
2016-07-30,100042.9,6392.186,6.39,megawatts,megawatts,percent
2016-07-29,100042.9,4479.492,4.48,megawatts,megawatts,percent
2016-07-28,100042.9,4305.516,4.3,megawatts,megawatts,percent
2016-07-27,100042.9,4131.712,4.13,megawatts,megawatts,percent
2016-07-26,100042.9,3823.035,3.82,megawatts,megawatts,percent
2016-07-25,100042.9,3183.465,3.18,megawatts,megawatts,percent
2016-07-24,100042.9,3086.773,3.09,megawatts,megawatts,percent
2016-07-23,100042.9,3268.144,3.27,megawatts,megawatts,percent
2016-07-22,100042.9,4270.723,4.27,megawatts,megawatts,percent
2016-07-21,100042.9,4573.678,4.57,megawatts,megawatts,percent
2016-07-20,100042.9,4405.058,4.4,megawatts,megawatts,percent
2016-07-19,100042.9,4589.774,4.59,megawatts,megawatts,percent
2016-07-18,100042.9,4784.044,4.78,megawatts,megawatts,percent
2016-07-17,100042.9,5033.996,5.03,megawatts,megawatts,percent
2016-07-16,100042.9,5096.799,5.09,megawatts,megawatts,percent
2016-07-15,100042.9,4938.798,4.94,megawatts,megawatts,percent
2016-07-14,100042.9,4701.368,4.7,megawatts,megawatts,percent
2016-07-13,100042.9,5333.496,5.33,megawatts,megawatts,percent
2016-07-12,100042.9,5982.249,5.98,megawatts,megawatts,percent
2016-07-11,100042.9,5599.569,5.6,megawatts,megawatts,percent
2016-07-10,100042.9,5595.299,5.59,megawatts,megawatts,percent
2016-07-09,100042.9,5693.784,5.69,megawatts,megawatts,percent
2016-07-08,100042.9,5581.325,5.58,megawatts,megawatts,percent
2016-07-07,100042.9,7356.82,7.35,megawatts,megawatts,percent
2016-07-06,100042.9,6738.38,6.74,megawatts,megawatts,percent
2016-07-05,100042.9,5329.95,5.33,megawatts,megawatts,percent
2016-07-04,100042.9,4766.888,4.76,megawatts,megawatts,percent
2016-07-03,100042.9,5863.978,5.86,megawatts,megawatts,percent
2016-07-02,100042.9,6519.466,6.52,megawatts,megawatts,percent
2016-07-01,100042.9,6148.18,6.15,megawatts,megawatts,percent
2016-06-30,100042.9,7668.384,7.67,megawatts,megawatts,percent
2016-06-29,100042.9,7727.921,7.72,megawatts,megawatts,percent
2016-06-28,100042.9,7430.616,7.43,megawatts,megawatts,percent
2016-06-27,100042.9,9686.586,9.68,megawatts,megawatts,percent
2016-06-26,100042.9,10108.793,10.1,megawatts,megawatts,percent
2016-06-25,100042.9,9324.783,9.32,megawatts,megawatts,percent
2016-06-24,100042.9,8128.582,8.13,megawatts,megawatts,percent
2016-06-23,100042.9,8119.261,8.12,megawatts,megawatts,percent
2016-06-22,100042.9,6934.826,6.93,megawatts,megawatts,percent
2016-06-21,100042.9,6968.259,6.97,megawatts,megawatts,percent
2016-06-20,100042.9,7095.073,7.09,megawatts,megawatts,percent
2016-06-19,100042.9,8237.159,8.23,megawatts,megawatts,percent
2016-06-18,100042.9,9521.71,9.52,megawatts,megawatts,percent
2016-06-17,100042.9,10630.452,10.63,megawatts,megawatts,percent
2016-06-16,100042.9,8074.302,8.07,megawatts,megawatts,percent
2016-06-15,100042.9,7502.308,7.5,megawatts,megawatts,percent
2016-06-14,100042.9,6963.166,6.96,megawatts,megawatts,percent
2016-06-13,100042.9,7573.445,7.57,megawatts,megawatts,percent
2016-06-12,100042.9,6313.508,6.31,megawatts,megawatts,percent
2016-06-11,100042.9,6053.538,6.05,megawatts,megawatts,percent
2016-06-10,100042.9,5072.707,5.07,megawatts,megawatts,percent
2016-06-09,100042.9,4840.248,4.84,megawatts,megawatts,percent
2016-06-08,100042.9,5036.848,5.03,megawatts,megawatts,percent
2016-06-07,100042.9,6154.648,6.15,megawatts,megawatts,percent
2016-06-06,100042.9,6326.87,6.32,megawatts,megawatts,percent
2016-06-05,100042.9,4980.76,4.98,megawatts,megawatts,percent
2016-06-04,100042.9,5013.744,5.01,megawatts,megawatts,percent
2016-06-03,100042.9,5474.292,5.47,megawatts,megawatts,percent
2016-06-02,100042.9,6027.789,6.03,megawatts,megawatts,percent
2016-06-01,100042.9,5870.559,5.87,megawatts,megawatts,percent
2016-05-31,99075.4,5914.85,5.97,megawatts,megawatts,percent
2016-05-30,99075.4,5797.031,5.85,megawatts,megawatts,percent
2016-05-29,99075.4,6831.085,6.89,megawatts,megawatts,percent
2016-05-28,99075.4,6692.77,6.76,megawatts,megawatts,percent
2016-05-27,99075.4,7679.526,7.75,megawatts,megawatts,percent
2016-05-26,99075.4,8714.49,8.8,megawatts,megawatts,percent
2016-05-25,99075.4,8765.36,8.85,megawatts,megawatts,percent
2016-05-24,99075.4,7781.36,7.85,megawatts,megawatts,percent
2016-05-23,99075.4,8444.32,8.52,megawatts,megawatts,percent
2016-05-22,99075.4,8845.77,8.93,megawatts,megawatts,percent
2016-05-21,99075.4,10180.052,10.28,megawatts,megawatts,percent
2016-05-20,99075.4,7165.03,7.23,megawatts,megawatts,percent
2016-05-19,99075.4,7908.58,7.98,megawatts,megawatts,percent
2016-05-18,99075.4,8403.49,8.48,megawatts,megawatts,percent
2016-05-17,99075.4,10924.13,11.03,megawatts,megawatts,percent
2016-05-16,99075.4,12314.7,12.43,megawatts,megawatts,percent
2016-05-15,99075.4,11565.303,11.67,megawatts,megawatts,percent
2016-05-14,99075.4,13695.477,13.82,megawatts,megawatts,percent
2016-05-13,99075.4,14537.419,14.67,megawatts,megawatts,percent
2016-05-12,99075.4,13881.15,14.01,megawatts,megawatts,percent
2016-05-11,99075.4,14732.685,14.87,megawatts,megawatts,percent
2016-05-10,99075.4,15560.91,15.71,megawatts,megawatts,percent
2016-05-09,99075.4,16262.911,16.41,megawatts,megawatts,percent
2016-05-08,99075.4,16406.465,16.56,megawatts,megawatts,percent
2016-05-07,99075.4,16717.221,16.87,megawatts,megawatts,percent
2016-05-06,99075.4,18528.305,18.7,megawatts,megawatts,percent
2016-05-05,99075.4,18761.866,18.94,megawatts,megawatts,percent
2016-05-04,99075.4,18340.96,18.51,megawatts,megawatts,percent
2016-05-03,99075.4,17537.602,17.7,megawatts,megawatts,percent
2016-05-02,99075.4,17870.05,18.04,megawatts,megawatts,percent
2016-05-01,99075.4,15726.4,15.87,megawatts,megawatts,percent
2016-04-30,99075.4,16037.348,16.19,megawatts,megawatts,percent
2016-04-29,99075.4,15970.645,16.12,megawatts,megawatts,percent
2016-04-28,99075.4,15753.94,15.9,megawatts,megawatts,percent
2016-04-27,99075.4,16419.71,16.57,megawatts,megawatts,percent
2016-04-26,99075.4,16510.936,16.67,megawatts,megawatts,percent
2016-04-25,99075.4,15981.869,16.13,megawatts,megawatts,percent
2016-04-24,99075.4,15498.25,15.64,megawatts,megawatts,percent
2016-04-23,99075.4,15769.56,15.92,megawatts,megawatts,percent
2016-04-22,99075.4,15983.01,16.13,megawatts,megawatts,percent
2016-04-21,99075.4,16289.03,16.44,megawatts,megawatts,percent
2016-04-20,99075.4,15928.65,16.08,megawatts,megawatts,percent
2016-04-19,99075.4,15211.67,15.35,megawatts,megawatts,percent
2016-04-18,99075.4,15782.94,15.93,megawatts,megawatts,percent
2016-04-17,99075.4,15376.38,15.52,megawatts,megawatts,percent
2016-04-16,99075.4,15744.182,15.89,megawatts,megawatts,percent
2016-04-15,99075.4,15777.61,15.92,megawatts,megawatts,percent
2016-04-14,99075.4,14933.085,15.07,megawatts,megawatts,percent
2016-04-13,99075.4,14641.27,14.78,megawatts,megawatts,percent
2016-04-12,99075.4,14696.21,14.83,megawatts,megawatts,percent
2016-04-11,99075.4,15005.9,15.15,megawatts,megawatts,percent
2016-04-10,99075.4,13631.423,13.76,megawatts,megawatts,percent
2016-04-09,99075.4,12938.295,13.06,megawatts,megawatts,percent
2016-04-08,99075.4,12376.215,12.49,megawatts,megawatts,percent
2016-04-07,99075.4,12241.285,12.36,megawatts,megawatts,percent
2016-04-06,99075.4,12145.51,12.26,megawatts,megawatts,percent
2016-04-05,99075.4,12579.596,12.7,megawatts,megawatts,percent
2016-04-04,99075.4,12491.81,12.61,megawatts,megawatts,percent
2016-04-03,99075.4,12675.276,12.79,megawatts,megawatts,percent
2016-04-02,99075.4,12811.143,12.93,megawatts,megawatts,percent
2016-04-01,99075.4,12574.96,12.69,megawatts,megawatts,percent
2016-03-31,101325.2,14812.402,14.62,megawatts,megawatts,percent
2016-03-30,101325.2,15383.392,15.18,megawatts,megawatts,percent
2016-03-29,101325.2,15589.936,15.39,megawatts,megawatts,percent
2016-03-28,101325.2,14495.356,14.31,megawatts,megawatts,percent
2016-03-27,101325.2,15960.659,15.75,megawatts,megawatts,percent
2016-03-26,101325.2,17469.126,17.24,megawatts,megawatts,percent
2016-03-25,101325.2,16539.14,16.32,megawatts,megawatts,percent
2016-03-24,101325.2,16486.22,16.27,megawatts,megawatts,percent
2016-03-23,101325.2,16968.1,16.75,megawatts,megawatts,percent
2016-03-22,101325.2,15911.74,15.7,megawatts,megawatts,percent
2016-03-21,101325.2,16083.29,15.87,megawatts,megawatts,percent
2016-03-20,101325.2,14108.95,13.92,megawatts,megawatts,percent
2016-03-19,101325.2,13063.98,12.89,megawatts,megawatts,percent
2016-03-18,101325.2,12114.49,11.96,megawatts,megawatts,percent
2016-03-17,101325.2,12143.81,11.98,megawatts,megawatts,percent
2016-03-16,101325.2,12460.8,12.3,megawatts,megawatts,percent
2016-03-15,101325.2,12310.34,12.15,megawatts,megawatts,percent
2016-03-14,101325.2,12286.1,12.13,megawatts,megawatts,percent
2016-03-13,101325.2,12791.038,12.62,megawatts,megawatts,percent
2016-03-12,101325.2,13357.05,13.18,megawatts,megawatts,percent
2016-03-11,101325.2,10493,10.36,megawatts,megawatts,percent
2016-03-10,101325.2,11164.46,11.02,megawatts,megawatts,percent
2016-03-09,101325.2,11345.17,11.2,megawatts,megawatts,percent
2016-03-08,101325.2,11413.67,11.26,megawatts,megawatts,percent
2016-03-07,101325.2,12440.8,12.28,megawatts,megawatts,percent
2016-03-06,101325.2,11468.996,11.32,megawatts,megawatts,percent
2016-03-05,101325.2,10013.994,9.88,megawatts,megawatts,percent
2016-03-04,101325.2,9696.842,9.57,megawatts,megawatts,percent
2016-03-03,101325.2,10767.702,10.63,megawatts,megawatts,percent
2016-03-02,101325.2,11137.56,10.99,megawatts,megawatts,percent
2016-03-01,101325.2,9869.736,9.74,megawatts,megawatts,percent
2016-02-29,101128.2,9722.586,9.61,megawatts,megawatts,percent
2016-02-28,101325.2,9793.956,9.67,megawatts,megawatts,percent
2016-02-27,101325.2,9322.666,9.2,megawatts,megawatts,percent
2016-02-26,101325.2,8581.004,8.47,megawatts,megawatts,percent
2016-02-25,101325.2,8393.962,8.28,megawatts,megawatts,percent
2016-02-24,101325.2,8669.36,8.56,megawatts,megawatts,percent
2016-02-23,101325.2,7765.938,7.66,megawatts,megawatts,percent
2016-02-22,101325.2,7750.716,7.65,megawatts,megawatts,percent
2016-02-21,101325.2,7942.304,7.84,megawatts,megawatts,percent
2016-02-20,101325.2,8039.072,7.93,megawatts,megawatts,percent
2016-02-19,101325.2,5910.464,5.83,megawatts,megawatts,percent
2016-02-18,101325.2,6888.492,6.8,megawatts,megawatts,percent
2016-02-17,101325.2,7565.218,7.47,megawatts,megawatts,percent
2016-02-16,101325.2,8533.191,8.42,megawatts,megawatts,percent
2016-02-15,101325.2,9211.604,9.09,megawatts,megawatts,percent
2016-02-14,101325.2,7569.821,7.47,megawatts,megawatts,percent
2016-02-13,101325.2,7403.248,7.31,megawatts,megawatts,percent
2016-02-12,101325.2,7802.602,7.7,megawatts,megawatts,percent
2016-02-11,101325.2,8297.522,8.19,megawatts,megawatts,percent
2016-02-10,101325.2,8968.324,8.85,megawatts,megawatts,percent
2016-02-09,101325.2,9544.397,9.42,megawatts,megawatts,percent
2016-02-08,101325.2,8282.897,8.17,megawatts,megawatts,percent
2016-02-07,101325.2,6160.013,6.08,megawatts,megawatts,percent
2016-02-06,101325.2,6657.181,6.57,megawatts,megawatts,percent
2016-02-05,101325.2,6719.466,6.63,megawatts,megawatts,percent
2016-02-04,101325.2,5581.206,5.51,megawatts,megawatts,percent
2016-02-03,101325.2,4114.672,4.06,megawatts,megawatts,percent
2016-02-02,101325.2,5004.13,4.94,megawatts,megawatts,percent
2016-02-01,101325.2,5626.611,5.55,megawatts,megawatts,percent
2016-01-31,101325.2,7195.1,7.1,megawatts,megawatts,percent
2016-01-30,101325.2,8553.068,8.44,megawatts,megawatts,percent
2016-01-29,101325.2,8228.632,8.12,megawatts,megawatts,percent
2016-01-28,101325.2,8730.946,8.62,megawatts,megawatts,percent
2016-01-27,101325.2,8058.726,7.95,megawatts,megawatts,percent
